时间,开盘价,最高价,最低价,收盘价,成交量
2026-04-17 12:00:00,7080.5,7080.75,7080.5,7080.5,0
2026-04-17 12:10:00,7080.75,7082.25,7080.0,7082.25,348
2026-04-17 12:20:00,7082.5,7083.0,7081.25,7082.0,388
2026-04-17 12:30:00,7082.0,7082.75,7081.5,7081.75,265
2026-04-17 12:40:00,7082.0,7082.0,7080.25,7081.5,429
2026-04-17 12:50:00,7081.5,7081.75,7079.25,7079.25,376
2026-04-17 13:00:00,7079.5,7079.5,7075.25,7077.5,1106
2026-04-17 13:10:00,7077.5,7078.25,7076.75,7077.25,356
2026-04-17 13:20:00,7077.25,7079.25,7077.25,7079.0,461
2026-04-17 13:30:00,7079.0,7080.75,7076.75,7079.5,779
2026-04-17 13:40:00,7079.5,7082.0,7079.25,7081.5,560
2026-04-17 13:50:00,7081.5,7081.75,7080.75,7081.25,307
2026-04-17 14:00:00,7081.5,7083.75,7080.5,7081.5,1319
2026-04-17 14:10:00,7081.5,7083.5,7081.25,7081.5,864
2026-04-17 14:20:00,7082.0,7082.0,7079.75,7080.5,930
2026-04-17 14:30:00,7080.25,7080.25,7077.25,7079.0,1245
2026-04-17 14:40:00,7079.0,7081.75,7078.25,7081.25,726
2026-04-17 14:50:00,7081.25,7082.0,7079.5,7079.75,573
2026-04-17 15:00:00,7080.0,7086.5,7080.0,7084.25,2557
2026-04-17 15:10:00,7084.0,7085.5,7082.25,7083.5,1374
2026-04-17 15:20:00,7083.5,7083.75,7080.75,7082.75,1065
2026-04-17 15:30:00,7082.75,7084.5,7082.25,7082.75,1098
2026-04-17 15:40:00,7082.5,7084.0,7081.75,7083.5,834
2026-04-17 15:50:00,7083.25,7087.75,7083.25,7086.5,2261
2026-04-17 16:00:00,7086.5,7087.75,7085.75,7086.25,1940
2026-04-17 16:10:00,7086.25,7087.25,7084.5,7086.25,1273
2026-04-17 16:20:00,7086.5,7088.0,7085.75,7087.25,1744
2026-04-17 16:30:00,7087.5,7088.75,7085.75,7086.75,1436
2026-04-17 16:40:00,7086.75,7090.5,7086.5,7089.5,2353
2026-04-17 16:50:00,7089.75,7091.0,7089.0,7090.75,1405
2026-04-17 17:00:00,7090.75,7092.75,7089.5,7089.75,2466
2026-04-17 17:10:00,7089.5,7090.0,7087.75,7088.5,1416
2026-04-17 17:20:00,7088.25,7092.0,7088.25,7091.5,1509
2026-04-17 17:30:00,7091.75,7091.75,7088.75,7090.25,1728
2026-04-17 17:40:00,7090.25,7092.0,7089.75,7091.75,2074
2026-04-17 17:50:00,7091.5,7093.75,7091.0,7093.0,3026
2026-04-17 18:00:00,7093.0,7094.75,7092.0,7094.75,1949
2026-04-17 18:10:00,7094.75,7095.5,7091.5,7091.5,2221
2026-04-17 18:20:00,7091.75,7093.0,7090.5,7091.0,1269
2026-04-17 18:30:00,7091.25,7091.25,7089.25,7089.75,1223
2026-04-17 18:40:00,7090.0,7091.25,7088.0,7091.0,2104
2026-04-17 18:50:00,7091.0,7092.75,7090.5,7091.75,1557
2026-04-17 19:00:00,7091.5,7094.75,7091.25,7094.25,2213
2026-04-17 19:10:00,7094.5,7096.0,7093.5,7095.25,2034
2026-04-17 19:20:00,7095.5,7096.25,7093.25,7095.25,1716
2026-04-17 19:30:00,7095.5,7098.5,7095.25,7097.25,3355
2026-04-17 19:40:00,7097.25,7099.5,7095.5,7099.25,2320
2026-04-17 19:50:00,7099.0,7102.25,7098.75,7101.0,3725
2026-04-17 20:00:00,7101.25,7105.25,7099.5,7103.5,5122
2026-04-17 20:10:00,7103.5,7106.75,7102.5,7105.5,3514
2026-04-17 20:20:00,7105.5,7114.25,7101.75,7114.25,16866
2026-04-17 20:30:00,7114.25,7120.0,7112.0,7113.0,12848
2026-04-17 20:40:00,7113.25,7133.0,7109.25,7132.0,28701
2026-04-17 20:50:00,7132.25,7137.0,7126.5,7136.0,28069
2026-04-17 21:00:00,7136.0,7145.0,7127.5,7144.0,31407
2026-04-17 21:10:00,7144.25,7147.5,7138.0,7140.25,29716
2026-04-17 21:20:00,7140.25,7140.25,7119.0,7121.0,56231
2026-04-17 21:30:00,7121.25,7135.5,7119.25,7130.25,89041
2026-04-17 21:40:00,7130.25,7134.5,7117.0,7130.25,71649
2026-04-17 21:50:00,7130.25,7143.75,7129.25,7143.5,51749
2026-04-17 22:00:00,7143.5,7152.25,7141.5,7152.0,47937
2026-04-17 22:10:00,7152.0,7154.75,7147.5,7150.25,45583
2026-04-17 22:20:00,7150.25,7155.75,7145.75,7153.25,44144
2026-04-17 22:30:00,7153.25,7164.5,7153.0,7164.25,39871
2026-04-17 22:40:00,7164.25,7174.5,7163.75,7173.5,48332
2026-04-17 22:50:00,7173.5,7174.75,7163.0,7166.0,36714
2026-04-17 23:00:00,7166.0,7173.0,7163.0,7170.0,42698
2026-04-17 23:10:00,7169.75,7171.5,7159.5,7162.75,39029
2026-04-17 23:20:00,7162.75,7168.5,7159.75,7167.5,26129
2026-04-17 23:30:00,7167.5,7175.0,7167.25,7174.0,28907
2026-04-17 23:40:00,7174.0,7174.5,7165.5,7169.5,31649
2026-04-17 23:50:00,7169.5,7175.0,7168.25,7169.0,22457
2026-04-18 00:00:00,7169.25,7178.25,7166.75,7173.25,26954
2026-04-18 00:10:00,7173.0,7177.75,7171.0,7174.5,23751
2026-04-18 00:20:00,7174.5,7177.5,7173.25,7177.25,15814
2026-04-18 00:30:00,7177.25,7184.25,7177.0,7182.75,24175
